"","author","title","word","n"
"17250","Twain, Mark","The Adventures of Tom Sawyer","common",4
"17251","Twain, Mark","The Adventures of Tom Sawyer","commonplace",2
"17252","Twain, Mark","The Adventures of Tom Sawyer","communing",2
"17253","Twain, Mark","The Adventures of Tom Sawyer","compact",1
"17254","Twain, Mark","The Adventures of Tom Sawyer","companies",1
"17255","Twain, Mark","The Adventures of Tom Sawyer","companion’s",1
"17256","Twain, Mark","The Adventures of Tom Sawyer","companionless",1
"17257","Twain, Mark","The Adventures of Tom Sawyer","companions",2
"17258","Twain, Mark","The Adventures of Tom Sawyer","companionship",1
"17259","Twain, Mark","The Adventures of Tom Sawyer","company",20
"17260","Twain, Mark","The Adventures of Tom Sawyer","compare",1
"17261","Twain, Mark","The Adventures of Tom Sawyer","compared",2
"17262","Twain, Mark","The Adventures of Tom Sawyer","compass",1
"17263","Twain, Mark","The Adventures of Tom Sawyer","compassion",2
"17264","Twain, Mark","The Adventures of Tom Sawyer","compelled",1
"17265","Twain, Mark","The Adventures of Tom Sawyer","compensate",1
"17266","Twain, Mark","The Adventures of Tom Sawyer","compensations",1
"17267","Twain, Mark","The Adventures of Tom Sawyer","complain",1
"17268","Twain, Mark","The Adventures of Tom Sawyer","complained",1
"17269","Twain, Mark","The Adventures of Tom Sawyer","complaining",1
"17270","Twain, Mark","The Adventures of Tom Sawyer","complete",7
"17271","Twain, Mark","The Adventures of Tom Sawyer","completed",3
"17272","Twain, Mark","The Adventures of Tom Sawyer","complexioned",1
"17273","Twain, Mark","The Adventures of Tom Sawyer","compliment",1
"17274","Twain, Mark","The Adventures of Tom Sawyer","complimentary",1
"17275","Twain, Mark","The Adventures of Tom Sawyer","compliments",1
"17276","Twain, Mark","The Adventures of Tom Sawyer","composite",1
"17277","Twain, Mark","The Adventures of Tom Sawyer","composition",2
"17278","Twain, Mark","The Adventures of Tom Sawyer","compositions",6
"17279","Twain, Mark","The Adventures of Tom Sawyer","comprehended",2
"17280","Twain, Mark","The Adventures of Tom Sawyer","compressed",1
"17281","Twain, Mark","The Adventures of Tom Sawyer","comrade",8
"17282","Twain, Mark","The Adventures of Tom Sawyer","comrade’s",2
"17283","Twain, Mark","The Adventures of Tom Sawyer","comrades",4
"17284","Twain, Mark","The Adventures of Tom Sawyer","concealed",1
"17285","Twain, Mark","The Adventures of Tom Sawyer","conceded",1
"17286","Twain, Mark","The Adventures of Tom Sawyer","conceited",1
"17287","Twain, Mark","The Adventures of Tom Sawyer","conceive",1
"17288","Twain, Mark","The Adventures of Tom Sawyer","conceived",1
"17289","Twain, Mark","The Adventures of Tom Sawyer","concern",1
"17290","Twain, Mark","The Adventures of Tom Sawyer","concerned",5
"17291","Twain, Mark","The Adventures of Tom Sawyer","concerns",2
"17292","Twain, Mark","The Adventures of Tom Sawyer","concert",1
"17293","Twain, Mark","The Adventures of Tom Sawyer","concluded",3
"17294","Twain, Mark","The Adventures of Tom Sawyer","conclusion",2
"17295","Twain, Mark","The Adventures of Tom Sawyer","condescend",1
"17296","Twain, Mark","The Adventures of Tom Sawyer","condition",6
"17297","Twain, Mark","The Adventures of Tom Sawyer","conduct",3
"17298","Twain, Mark","The Adventures of Tom Sawyer","conducted",2
"17299","Twain, Mark","The Adventures of Tom Sawyer","conducting",1
"17300","Twain, Mark","The Adventures of Tom Sawyer","conference",2
"17301","Twain, Mark","The Adventures of Tom Sawyer","confessed",4
"17302","Twain, Mark","The Adventures of Tom Sawyer","confessing",1
"17303","Twain, Mark","The Adventures of Tom Sawyer","confession",2
"17304","Twain, Mark","The Adventures of Tom Sawyer","confidence",7
"17305","Twain, Mark","The Adventures of Tom Sawyer","confident",2
"17306","Twain, Mark","The Adventures of Tom Sawyer","confidentially",1
"17307","Twain, Mark","The Adventures of Tom Sawyer","confidently",1
"17308","Twain, Mark","The Adventures of Tom Sawyer","confirmed",1
"17309","Twain, Mark","The Adventures of Tom Sawyer","conflagration",1
"17310","Twain, Mark","The Adventures of Tom Sawyer","conflagrations",1
"17311","Twain, Mark","The Adventures of Tom Sawyer","conflict",1
"17312","Twain, Mark","The Adventures of Tom Sawyer","confound",1
"17313","Twain, Mark","The Adventures of Tom Sawyer","confused",2
"17314","Twain, Mark","The Adventures of Tom Sawyer","confusedly",1
"17315","Twain, Mark","The Adventures of Tom Sawyer","confusion",1
"17316","Twain, Mark","The Adventures of Tom Sawyer","congratulating",1
"17317","Twain, Mark","The Adventures of Tom Sawyer","congregation",7
"17318","Twain, Mark","The Adventures of Tom Sawyer","congress",1
"17319","Twain, Mark","The Adventures of Tom Sawyer","conjectured",1
"17320","Twain, Mark","The Adventures of Tom Sawyer","connected",1
"17321","Twain, Mark","The Adventures of Tom Sawyer","conned",1
"17322","Twain, Mark","The Adventures of Tom Sawyer","conqueror",1
"17323","Twain, Mark","The Adventures of Tom Sawyer","conscience",16
"17324","Twain, Mark","The Adventures of Tom Sawyer","consciences",1
"17325","Twain, Mark","The Adventures of Tom Sawyer","conscious",4
"17326","Twain, Mark","The Adventures of Tom Sawyer","consciousness",2
"17327","Twain, Mark","The Adventures of Tom Sawyer","consent",2
"17328","Twain, Mark","The Adventures of Tom Sawyer","consented",2
"17329","Twain, Mark","The Adventures of Tom Sawyer","consequence",3
"17330","Twain, Mark","The Adventures of Tom Sawyer","consequences",1
"17331","Twain, Mark","The Adventures of Tom Sawyer","considerable",8
"17332","Twain, Mark","The Adventures of Tom Sawyer","considerably",1
"17333","Twain, Mark","The Adventures of Tom Sawyer","considered",11
"17334","Twain, Mark","The Adventures of Tom Sawyer","consist",1
"17335","Twain, Mark","The Adventures of Tom Sawyer","consisted",2
"17336","Twain, Mark","The Adventures of Tom Sawyer","consists",2
"17337","Twain, Mark","The Adventures of Tom Sawyer","consoling",1
"17338","Twain, Mark","The Adventures of Tom Sawyer","consound",2
"17339","Twain, Mark","The Adventures of Tom Sawyer","conspicuous",5
"17340","Twain, Mark","The Adventures of Tom Sawyer","conspicuously",2
"17341","Twain, Mark","The Adventures of Tom Sawyer","conspicuousness",1
"17342","Twain, Mark","The Adventures of Tom Sawyer","conspired",1
"17343","Twain, Mark","The Adventures of Tom Sawyer","constables",1
"17344","Twain, Mark","The Adventures of Tom Sawyer","constant",1
"17345","Twain, Mark","The Adventures of Tom Sawyer","constantinople",2
"17346","Twain, Mark","The Adventures of Tom Sawyer","constantly",2
"17347","Twain, Mark","The Adventures of Tom Sawyer","consternation",1
"17348","Twain, Mark","The Adventures of Tom Sawyer","constituted",1
"17349","Twain, Mark","The Adventures of Tom Sawyer","constrained",1
"17350","Twain, Mark","The Adventures of Tom Sawyer","constructed",1
"17351","Twain, Mark","The Adventures of Tom Sawyer","constructing",1
"17352","Twain, Mark","The Adventures of Tom Sawyer","construed",1
"17353","Twain, Mark","The Adventures of Tom Sawyer","consuming",2
"17354","Twain, Mark","The Adventures of Tom Sawyer","contact",1
"17355","Twain, Mark","The Adventures of Tom Sawyer","contained",2
"17356","Twain, Mark","The Adventures of Tom Sawyer","contemplate",3
"17357","Twain, Mark","The Adventures of Tom Sawyer","contemplated",4
"17358","Twain, Mark","The Adventures of Tom Sawyer","contemplating",2
"17359","Twain, Mark","The Adventures of Tom Sawyer","contemptuous",1
"17360","Twain, Mark","The Adventures of Tom Sawyer","contend",1
"17361","Twain, Mark","The Adventures of Tom Sawyer","contending",1
"17362","Twain, Mark","The Adventures of Tom Sawyer","content",3
"17363","Twain, Mark","The Adventures of Tom Sawyer","contented",1
"17364","Twain, Mark","The Adventures of Tom Sawyer","contentment",4
"17365","Twain, Mark","The Adventures of Tom Sawyer","contents",1
"17366","Twain, Mark","The Adventures of Tom Sawyer","continent",1
"17367","Twain, Mark","The Adventures of Tom Sawyer","continents",1
"17368","Twain, Mark","The Adventures of Tom Sawyer","continued",14
"17369","Twain, Mark","The Adventures of Tom Sawyer","contrasted",1
"17370","Twain, Mark","The Adventures of Tom Sawyer","contributed",2
"17371","Twain, Mark","The Adventures of Tom Sawyer","contrived",2
"17372","Twain, Mark","The Adventures of Tom Sawyer","controlled",1
"17373","Twain, Mark","The Adventures of Tom Sawyer","convalescent",1
"17374","Twain, Mark","The Adventures of Tom Sawyer","convenience",1
"17375","Twain, Mark","The Adventures of Tom Sawyer","conveniently",2
"17376","Twain, Mark","The Adventures of Tom Sawyer","conversation",1
"17377","Twain, Mark","The Adventures of Tom Sawyer","converse",1
"17378","Twain, Mark","The Adventures of Tom Sawyer","conveyed",1
"17379","Twain, Mark","The Adventures of Tom Sawyer","conviction",1
"17380","Twain, Mark","The Adventures of Tom Sawyer","convinced",1
"17381","Twain, Mark","The Adventures of Tom Sawyer","convulsion",1
"17382","Twain, Mark","The Adventures of Tom Sawyer","cooked",2
"17383","Twain, Mark","The Adventures of Tom Sawyer","cool",2
"17384","Twain, Mark","The Adventures of Tom Sawyer","cooler",1
"17385","Twain, Mark","The Adventures of Tom Sawyer","coolly",1
"17386","Twain, Mark","The Adventures of Tom Sawyer","coonville",1
"17387","Twain, Mark","The Adventures of Tom Sawyer","coosa’s",1
"17388","Twain, Mark","The Adventures of Tom Sawyer","coppers",1
"17389","Twain, Mark","The Adventures of Tom Sawyer","cordially",1
"17390","Twain, Mark","The Adventures of Tom Sawyer","core",1
"17391","Twain, Mark","The Adventures of Tom Sawyer","corkscrew",1
"17392","Twain, Mark","The Adventures of Tom Sawyer","corn",5
"17393","Twain, Mark","The Adventures of Tom Sawyer","corner",14
"17394","Twain, Mark","The Adventures of Tom Sawyer","cornered",1
"17395","Twain, Mark","The Adventures of Tom Sawyer","corners",1
"17396","Twain, Mark","The Adventures of Tom Sawyer","coroner",1
"17397","Twain, Mark","The Adventures of Tom Sawyer","corpse",6
"17398","Twain, Mark","The Adventures of Tom Sawyer","corridor",5
"17399","Twain, Mark","The Adventures of Tom Sawyer","corridors",2
"17400","Twain, Mark","The Adventures of Tom Sawyer","cosily",1
"17401","Twain, Mark","The Adventures of Tom Sawyer","cost",2
"17402","Twain, Mark","The Adventures of Tom Sawyer","costs",1
"17403","Twain, Mark","The Adventures of Tom Sawyer","cottages",1
"17404","Twain, Mark","The Adventures of Tom Sawyer","couldn’t",22
"17405","Twain, Mark","The Adventures of Tom Sawyer","counsel",6
"17406","Twain, Mark","The Adventures of Tom Sawyer","counsellor",1
"17407","Twain, Mark","The Adventures of Tom Sawyer","count",3
"17408","Twain, Mark","The Adventures of Tom Sawyer","counted",3
"17409","Twain, Mark","The Adventures of Tom Sawyer","countenance",1
"17410","Twain, Mark","The Adventures of Tom Sawyer","counter",1
"17411","Twain, Mark","The Adventures of Tom Sawyer","counterfeit",1
"17412","Twain, Mark","The Adventures of Tom Sawyer","counterfeited",1
"17413","Twain, Mark","The Adventures of Tom Sawyer","countersign",1
"17414","Twain, Mark","The Adventures of Tom Sawyer","counting",1
"17415","Twain, Mark","The Adventures of Tom Sawyer","countries",2
"17416","Twain, Mark","The Adventures of Tom Sawyer","country",11
"17417","Twain, Mark","The Adventures of Tom Sawyer","county",3
"17418","Twain, Mark","The Adventures of Tom Sawyer","couple",12
"17419","Twain, Mark","The Adventures of Tom Sawyer","couples",1
"17420","Twain, Mark","The Adventures of Tom Sawyer","courage",1
"17421","Twain, Mark","The Adventures of Tom Sawyer","courses",2
"17422","Twain, Mark","The Adventures of Tom Sawyer","court",10
"17423","Twain, Mark","The Adventures of Tom Sawyer","courted",1
"17424","Twain, Mark","The Adventures of Tom Sawyer","courthouse",1
"17425","Twain, Mark","The Adventures of Tom Sawyer","courtroom",3
"17426","Twain, Mark","The Adventures of Tom Sawyer","courts",1
"17427","Twain, Mark","The Adventures of Tom Sawyer","courtship",1
"17428","Twain, Mark","The Adventures of Tom Sawyer","cousin",1
"17429","Twain, Mark","The Adventures of Tom Sawyer","cover",4
"17430","Twain, Mark","The Adventures of Tom Sawyer","covered",5
"17431","Twain, Mark","The Adventures of Tom Sawyer","covet",1
"17432","Twain, Mark","The Adventures of Tom Sawyer","coveted",1
"17433","Twain, Mark","The Adventures of Tom Sawyer","cow",1
"17434","Twain, Mark","The Adventures of Tom Sawyer","coward",1
"17435","Twain, Mark","The Adventures of Tom Sawyer","cowardly",1
"17436","Twain, Mark","The Adventures of Tom Sawyer","cowhide",1
"17437","Twain, Mark","The Adventures of Tom Sawyer","cows",1
"17438","Twain, Mark","The Adventures of Tom Sawyer","crack",8
"17439","Twain, Mark","The Adventures of Tom Sawyer","cracked",5
"17440","Twain, Mark","The Adventures of Tom Sawyer","crackers",1
"17441","Twain, Mark","The Adventures of Tom Sawyer","cracky",1
"17442","Twain, Mark","The Adventures of Tom Sawyer","craft",2
"17443","Twain, Mark","The Adventures of Tom Sawyer","craggy",1
"17444","Twain, Mark","The Adventures of Tom Sawyer","cramp",1
"17445","Twain, Mark","The Adventures of Tom Sawyer","crash",4
"17446","Twain, Mark","The Adventures of Tom Sawyer","crashing",1
"17447","Twain, Mark","The Adventures of Tom Sawyer","cravat",1
"17448","Twain, Mark","The Adventures of Tom Sawyer","craving",1
"17449","Twain, Mark","The Adventures of Tom Sawyer","crawl",1
"17450","Twain, Mark","The Adventures of Tom Sawyer","crawling",1
"17451","Twain, Mark","The Adventures of Tom Sawyer","crazed",1
"17452","Twain, Mark","The Adventures of Tom Sawyer","crazy",3
"17453","Twain, Mark","The Adventures of Tom Sawyer","creak",1
"17454","Twain, Mark","The Adventures of Tom Sawyer","creaked",3
"17455","Twain, Mark","The Adventures of Tom Sawyer","creaking",1
"17456","Twain, Mark","The Adventures of Tom Sawyer","cream",4
"17457","Twain, Mark","The Adventures of Tom Sawyer","created",2
"17458","Twain, Mark","The Adventures of Tom Sawyer","creation",1
"17459","Twain, Mark","The Adventures of Tom Sawyer","creature",11
"17460","Twain, Mark","The Adventures of Tom Sawyer","creatures",1
"17461","Twain, Mark","The Adventures of Tom Sawyer","credible",1
"17462","Twain, Mark","The Adventures of Tom Sawyer","credit",2
"17463","Twain, Mark","The Adventures of Tom Sawyer","credulous",1
"17464","Twain, Mark","The Adventures of Tom Sawyer","creep",1
"17465","Twain, Mark","The Adventures of Tom Sawyer","creeping",3
"17466","Twain, Mark","The Adventures of Tom Sawyer","crept",10
"17467","Twain, Mark","The Adventures of Tom Sawyer","crescent",1
"17468","Twain, Mark","The Adventures of Tom Sawyer","crestfallen",1
"17469","Twain, Mark","The Adventures of Tom Sawyer","cretur",1
"17470","Twain, Mark","The Adventures of Tom Sawyer","crevice",1
"17471","Twain, Mark","The Adventures of Tom Sawyer","crevices",2
"17472","Twain, Mark","The Adventures of Tom Sawyer","cricket",1
"17473","Twain, Mark","The Adventures of Tom Sawyer","cried",9
"17474","Twain, Mark","The Adventures of Tom Sawyer","crime",5
"17475","Twain, Mark","The Adventures of Tom Sawyer","crimson",2
"17476","Twain, Mark","The Adventures of Tom Sawyer","crippled",2
"17477","Twain, Mark","The Adventures of Tom Sawyer","crisp",1
"17478","Twain, Mark","The Adventures of Tom Sawyer","critical",1
"17479","Twain, Mark","The Adventures of Tom Sawyer","critically",1
"17480","Twain, Mark","The Adventures of Tom Sawyer","criticised",1
"17481","Twain, Mark","The Adventures of Tom Sawyer","crooked",1
"17482","Twain, Mark","The Adventures of Tom Sawyer","crookedness",1
"17483","Twain, Mark","The Adventures of Tom Sawyer","cross",11
"17484","Twain, Mark","The Adventures of Tom Sawyer","cross_",1
"17485","Twain, Mark","The Adventures of Tom Sawyer","crossbones",1
"17486","Twain, Mark","The Adventures of Tom Sawyer","crossed",6
"17487","Twain, Mark","The Adventures of Tom Sawyer","crossing",1
"17488","Twain, Mark","The Adventures of Tom Sawyer","crossroads",1
"17489","Twain, Mark","The Adventures of Tom Sawyer","crossstreet",1
"17490","Twain, Mark","The Adventures of Tom Sawyer","crowd",11
"17491","Twain, Mark","The Adventures of Tom Sawyer","crowded",2
"17492","Twain, Mark","The Adventures of Tom Sawyer","crowned",3
"17493","Twain, Mark","The Adventures of Tom Sawyer","crowns",1
"17494","Twain, Mark","The Adventures of Tom Sawyer","crucified",1
"17495","Twain, Mark","The Adventures of Tom Sawyer","cruelly",2
"17496","Twain, Mark","The Adventures of Tom Sawyer","cruelty",3
"17497","Twain, Mark","The Adventures of Tom Sawyer","crumbled",1
"17498","Twain, Mark","The Adventures of Tom Sawyer","crusades",1
"17499","Twain, Mark","The Adventures of Tom Sawyer","crushed",1
"17500","Twain, Mark","The Adventures of Tom Sawyer","crushing",1
"17501","Twain, Mark","The Adventures of Tom Sawyer","crusts",1
"17502","Twain, Mark","The Adventures of Tom Sawyer","cry",17
"17503","Twain, Mark","The Adventures of Tom Sawyer","crybabies",1
"17504","Twain, Mark","The Adventures of Tom Sawyer","crybaby",1
"17505","Twain, Mark","The Adventures of Tom Sawyer","crying",13
"17506","Twain, Mark","The Adventures of Tom Sawyer","crystal",1
"17507","Twain, Mark","The Adventures of Tom Sawyer","crystals",1
"17508","Twain, Mark","The Adventures of Tom Sawyer","cuffed",1
"17509","Twain, Mark","The Adventures of Tom Sawyer","cuffing",1
"17510","Twain, Mark","The Adventures of Tom Sawyer","cuffs",1
"17511","Twain, Mark","The Adventures of Tom Sawyer","culminated",1
"17512","Twain, Mark","The Adventures of Tom Sawyer","culprit’s",1
"17513","Twain, Mark","The Adventures of Tom Sawyer","culture",1
"17514","Twain, Mark","The Adventures of Tom Sawyer","cunning",1
"17515","Twain, Mark","The Adventures of Tom Sawyer","cup",3
"17516","Twain, Mark","The Adventures of Tom Sawyer","cupboard",1
"17517","Twain, Mark","The Adventures of Tom Sawyer","cups",1
"17518","Twain, Mark","The Adventures of Tom Sawyer","curdling",1
"17519","Twain, Mark","The Adventures of Tom Sawyer","cure",4
"17520","Twain, Mark","The Adventures of Tom Sawyer","cured",1
"17521","Twain, Mark","The Adventures of Tom Sawyer","curiosity",6
"17522","Twain, Mark","The Adventures of Tom Sawyer","curious",4
"17523","Twain, Mark","The Adventures of Tom Sawyer","curiously",3
"17524","Twain, Mark","The Adventures of Tom Sawyer","curled",1
"17525","Twain, Mark","The Adventures of Tom Sawyer","curls",5
"17526","Twain, Mark","The Adventures of Tom Sawyer","current",7
"17527","Twain, Mark","The Adventures of Tom Sawyer","curse",2
"17528","Twain, Mark","The Adventures of Tom Sawyer","cursing",1
"17529","Twain, Mark","The Adventures of Tom Sawyer","curtain",2
"17530","Twain, Mark","The Adventures of Tom Sawyer","curtained",1
"17531","Twain, Mark","The Adventures of Tom Sawyer","curtsy",1
"17532","Twain, Mark","The Adventures of Tom Sawyer","curve",2
"17533","Twain, Mark","The Adventures of Tom Sawyer","curved",4
"17534","Twain, Mark","The Adventures of Tom Sawyer","cuss",1
"17535","Twain, Mark","The Adventures of Tom Sawyer","cussed",2
"17536","Twain, Mark","The Adventures of Tom Sawyer","custom",5
"17537","Twain, Mark","The Adventures of Tom Sawyer","customarily",1
"17538","Twain, Mark","The Adventures of Tom Sawyer","customary",3
"17539","Twain, Mark","The Adventures of Tom Sawyer","cut",10
"17540","Twain, Mark","The Adventures of Tom Sawyer","cutlass",1
"17541","Twain, Mark","The Adventures of Tom Sawyer","cutting",2
"17542","Twain, Mark","The Adventures of Tom Sawyer","cuz",1
"17543","Twain, Mark","The Adventures of Tom Sawyer","cylinders",1
"17544","Twain, Mark","The Adventures of Tom Sawyer","d’you",5
"17545","Twain, Mark","The Adventures of Tom Sawyer","dad",2
"17546","Twain, Mark","The Adventures of Tom Sawyer","dagger",1
"17547","Twain, Mark","The Adventures of Tom Sawyer","daily",4
"17548","Twain, Mark","The Adventures of Tom Sawyer","daintily",1
"17549","Twain, Mark","The Adventures of Tom Sawyer","dainty",4
"17550","Twain, Mark","The Adventures of Tom Sawyer","damage",1
"17551","Twain, Mark","The Adventures of Tom Sawyer","damaged",1
"17552","Twain, Mark","The Adventures of Tom Sawyer","damaging",2
"17553","Twain, Mark","The Adventures of Tom Sawyer","damn",2
"17554","Twain, Mark","The Adventures of Tom Sawyer","damp",1
"17555","Twain, Mark","The Adventures of Tom Sawyer","dampened",1
"17556","Twain, Mark","The Adventures of Tom Sawyer","damper",1
"17557","Twain, Mark","The Adventures of Tom Sawyer","damps",1
"17558","Twain, Mark","The Adventures of Tom Sawyer","dance",1
"17559","Twain, Mark","The Adventures of Tom Sawyer","danced",1
"17560","Twain, Mark","The Adventures of Tom Sawyer","dancing",2
"17561","Twain, Mark","The Adventures of Tom Sawyer","dander",1
"17562","Twain, Mark","The Adventures of Tom Sawyer","danger",7
"17563","Twain, Mark","The Adventures of Tom Sawyer","dangerous",6
"17564","Twain, Mark","The Adventures of Tom Sawyer","dangled",2
"17565","Twain, Mark","The Adventures of Tom Sawyer","dangling",3
"17566","Twain, Mark","The Adventures of Tom Sawyer","daniel",1
"17567","Twain, Mark","The Adventures of Tom Sawyer","dare",8
"17568","Twain, Mark","The Adventures of Tom Sawyer","dared",2
"17569","Twain, Mark","The Adventures of Tom Sawyer","dares",2
"17570","Twain, Mark","The Adventures of Tom Sawyer","daresay",1
"17571","Twain, Mark","The Adventures of Tom Sawyer","daring",2
"17572","Twain, Mark","The Adventures of Tom Sawyer","dark",29
"17573","Twain, Mark","The Adventures of Tom Sawyer","darkness",10
"17574","Twain, Mark","The Adventures of Tom Sawyer","darling",1
"17575","Twain, Mark","The Adventures of Tom Sawyer","darted",3
"17576","Twain, Mark","The Adventures of Tom Sawyer","darting",1
"17577","Twain, Mark","The Adventures of Tom Sawyer","das’t",1
"17578","Twain, Mark","The Adventures of Tom Sawyer","dasn’t",3
"17579","Twain, Mark","The Adventures of Tom Sawyer","dat’s",1
"17580","Twain, Mark","The Adventures of Tom Sawyer","dates",1
"17581","Twain, Mark","The Adventures of Tom Sawyer","daubed",1
"17582","Twain, Mark","The Adventures of Tom Sawyer","daughter",1
"17583","Twain, Mark","The Adventures of Tom Sawyer","dauntless",1
"17584","Twain, Mark","The Adventures of Tom Sawyer","dawn",3
"17585","Twain, Mark","The Adventures of Tom Sawyer","dawned",4
"17586","Twain, Mark","The Adventures of Tom Sawyer","day",72
"17587","Twain, Mark","The Adventures of Tom Sawyer","day’s",4
"17588","Twain, Mark","The Adventures of Tom Sawyer","daylight",12
"17589","Twain, Mark","The Adventures of Tom Sawyer","days",32
"17590","Twain, Mark","The Adventures of Tom Sawyer","daytime",6
"17591","Twain, Mark","The Adventures of Tom Sawyer","dazzling",2
"17592","Twain, Mark","The Adventures of Tom Sawyer","de",3
"17593","Twain, Mark","The Adventures of Tom Sawyer","dead",68
"17594","Twain, Mark","The Adventures of Tom Sawyer","deadly",1
"17595","Twain, Mark","The Adventures of Tom Sawyer","deaf",5
"17596","Twain, Mark","The Adventures of Tom Sawyer","deafen",1
"17597","Twain, Mark","The Adventures of Tom Sawyer","deafening",1
"17598","Twain, Mark","The Adventures of Tom Sawyer","deal",6
"17599","Twain, Mark","The Adventures of Tom Sawyer","dealt",1
"17600","Twain, Mark","The Adventures of Tom Sawyer","dear",2
"17601","Twain, Mark","The Adventures of Tom Sawyer","dearest",1
"17602","Twain, Mark","The Adventures of Tom Sawyer","death",16
"17603","Twain, Mark","The Adventures of Tom Sawyer","deathbed",1
"17604","Twain, Mark","The Adventures of Tom Sawyer","debris",1
"17605","Twain, Mark","The Adventures of Tom Sawyer","decade",1
"17606","Twain, Mark","The Adventures of Tom Sawyer","decanter",1
"17607","Twain, Mark","The Adventures of Tom Sawyer","decay",1
"17608","Twain, Mark","The Adventures of Tom Sawyer","decaying",1
"17609","Twain, Mark","The Adventures of Tom Sawyer","december",1
"17610","Twain, Mark","The Adventures of Tom Sawyer","decided",5
"17611","Twain, Mark","The Adventures of Tom Sawyer","decides",2
"17612","Twain, Mark","The Adventures of Tom Sawyer","decisively",1
"17613","Twain, Mark","The Adventures of Tom Sawyer","deck",3
"17614","Twain, Mark","The Adventures of Tom Sawyer","decked",1
"17615","Twain, Mark","The Adventures of Tom Sawyer","declaims",1
"17616","Twain, Mark","The Adventures of Tom Sawyer","declamatory",1
"17617","Twain, Mark","The Adventures of Tom Sawyer","declined",2
"17618","Twain, Mark","The Adventures of Tom Sawyer","decreed",1
"17619","Twain, Mark","The Adventures of Tom Sawyer","deed",8
"17620","Twain, Mark","The Adventures of Tom Sawyer","deemed",1
"17621","Twain, Mark","The Adventures of Tom Sawyer","deep",20
"17622","Twain, Mark","The Adventures of Tom Sawyer","deepened",3
"17623","Twain, Mark","The Adventures of Tom Sawyer","deepening",1
"17624","Twain, Mark","The Adventures of Tom Sawyer","deeper",3
"17625","Twain, Mark","The Adventures of Tom Sawyer","deepest",1
"17626","Twain, Mark","The Adventures of Tom Sawyer","deeply",3
"17627","Twain, Mark","The Adventures of Tom Sawyer","defeated",1
"17628","Twain, Mark","The Adventures of Tom Sawyer","defence",2
"17629","Twain, Mark","The Adventures of Tom Sawyer","deftly",1
"17630","Twain, Mark","The Adventures of Tom Sawyer","degree",3
"17631","Twain, Mark","The Adventures of Tom Sawyer","degrees",1
"17632","Twain, Mark","The Adventures of Tom Sawyer","dejected",1
"17633","Twain, Mark","The Adventures of Tom Sawyer","delayed",2
"17634","Twain, Mark","The Adventures of Tom Sawyer","delays",1
"17635","Twain, Mark","The Adventures of Tom Sawyer","delectable",1
"17636","Twain, Mark","The Adventures of Tom Sawyer","delicious",4
"17637","Twain, Mark","The Adventures of Tom Sawyer","delight",5
"17638","Twain, Mark","The Adventures of Tom Sawyer","delighted",5
"17639","Twain, Mark","The Adventures of Tom Sawyer","delightful",2
"17640","Twain, Mark","The Adventures of Tom Sawyer","delights",1
"17641","Twain, Mark","The Adventures of Tom Sawyer","delirious",2
"17642","Twain, Mark","The Adventures of Tom Sawyer","delirium",1
"17643","Twain, Mark","The Adventures of Tom Sawyer","deliver",3
"17644","Twain, Mark","The Adventures of Tom Sawyer","delivered",8
"17645","Twain, Mark","The Adventures of Tom Sawyer","delivering",2
"17646","Twain, Mark","The Adventures of Tom Sawyer","delivery",1
"17647","Twain, Mark","The Adventures of Tom Sawyer","deluge",2
"17648","Twain, Mark","The Adventures of Tom Sawyer","demanded",2
"17649","Twain, Mark","The Adventures of Tom Sawyer","demoralized",1
"17650","Twain, Mark","The Adventures of Tom Sawyer","den",2
"17651","Twain, Mark","The Adventures of Tom Sawyer","denial",4
"17652","Twain, Mark","The Adventures of Tom Sawyer","denied",1
"17653","Twain, Mark","The Adventures of Tom Sawyer","dense",4
"17654","Twain, Mark","The Adventures of Tom Sawyer","dental",1
"17655","Twain, Mark","The Adventures of Tom Sawyer","dentistry",2
"17656","Twain, Mark","The Adventures of Tom Sawyer","deny",1
"17657","Twain, Mark","The Adventures of Tom Sawyer","denying",1
"17658","Twain, Mark","The Adventures of Tom Sawyer","departed",6
"17659","Twain, Mark","The Adventures of Tom Sawyer","depend",1
"17660","Twain, Mark","The Adventures of Tom Sawyer","depended",1
"17661","Twain, Mark","The Adventures of Tom Sawyer","deposed",1
"17662","Twain, Mark","The Adventures of Tom Sawyer","deposited",1
"17663","Twain, Mark","The Adventures of Tom Sawyer","depressing",2
"17664","Twain, Mark","The Adventures of Tom Sawyer","depression",4
"17665","Twain, Mark","The Adventures of Tom Sawyer","depth",1
"17666","Twain, Mark","The Adventures of Tom Sawyer","depths",3
"17667","Twain, Mark","The Adventures of Tom Sawyer","derision",2
"17668","Twain, Mark","The Adventures of Tom Sawyer","dern",6
"17669","Twain, Mark","The Adventures of Tom Sawyer","dern’d",2
"17670","Twain, Mark","The Adventures of Tom Sawyer","derrick",1
"17671","Twain, Mark","The Adventures of Tom Sawyer","descended",4
"17672","Twain, Mark","The Adventures of Tom Sawyer","descent",1
"17673","Twain, Mark","The Adventures of Tom Sawyer","describe",3
"17674","Twain, Mark","The Adventures of Tom Sawyer","describing",1
"17675","Twain, Mark","The Adventures of Tom Sawyer","description",3
"17676","Twain, Mark","The Adventures of Tom Sawyer","descriptive",1
